Categoría,Nombre,Ingredientes,Preparación,Método,Tiempo,Dificultad,Tip
Desayuno,Tortilla española mini,"Papa cocida, huevo, cebolla.",1. Mezclar papa cocida en cubos con cebolla salteada y huevo. 2. Volcar en molde chico. 3. Cocinar hasta firme.,Airfryer,12 min,Fácil,Usá papa ya cocida para ahorrar tiempo.
Desayuno,Muffin doble chocolate fit,"Banana, huevo, cacao, avena, chips amargos.",1. Mezclar todos los ingredientes. 2. Colocar en moldes. 3. Cocinar hasta inflar y secar centro.,Airfryer,12 min,Fácil,Súper bueno para meal prep.
Desayuno,Quesadilla desayuno,"Tortilla, huevo revuelto, queso.",1. Cocinar huevo revuelto rápido. 2. Colocar con queso dentro de tortilla. 3. Doblar. 4. Cocinar hasta dorar.,Airfryer,7 min,Fácil,Cortala en triángulos.
Desayuno,Apple crumble express,"Manzana, avena, canela, miel, manteca opcional.",1. Cortar la manzana en cubos. 2. Cubrir con mezcla de avena y canela. 3. Cocinar hasta dorar arriba.,Airfryer,10 min,Fácil,Servir con yogur frío queda top.
Desayuno,Tostadas francesas clásicas,"2 rodajas de pan, 1 huevo, 3 cucharadas de leche, esencia de vainilla, canela.","1. Batir en un bowl el huevo con la leche, vainilla y canela hasta integrar. 2. Pasar cada rodaja de pan por la mezcla humedeciendo ambos lados. 3. Cocinar hasta dorar de ambos lados.",Airfryer,8 min,Fácil,Servilas con fruta fresca o miel. 
Desayuno,Muffins de banana y avena,"1 banana madura, 1 huevo, 4 cucharadas de avena, vainilla.",1. Pisar la banana hasta hacer puré. 2. Agregar el huevo y mezclar. 3. Sumar avena y vainilla. 4. Repartir en moldes aptos. 5. Cocinar hasta que estén firmes.,Airfryer,12 min,Fácil,"Si querés más humedad, agregá 1 cucharada de yogur. "
Desayuno,Croissant rápido de jamón y queso,"1 masa de hojaldre, jamón, queso.",1. Cortar triángulos de masa. 2. Colocar relleno en la base. 3. Enrollar hacia la punta formando medialuna. 4. Cocinar hasta dorar.,Airfryer,10 min,Fácil,Pintalos con huevo para mejor color. 
Desayuno,Granola crocante casera,"Avena, miel, semillas, canela.",1. Mezclar todos los ingredientes en un bowl. 2. Distribuir en papel manteca. 3. Cocinar removiendo cada pocos minutos hasta dorar.,Airfryer,10 min,Fácil,Vigilala para que no se queme. 
Desayuno,Manzana tibia con canela,"1 manzana, canela, miel opcional.",1. Cortar la manzana en cubos o rodajas. 2. Espolvorear canela. 3. Cocinar hasta que esté tierna y dorada.,Airfryer,10 min,Muy Fácil,Queda ideal con yogur. 
Desayuno,Tostadas con queso gratinado,"Pan, queso en fetas.",1. Colocar el pan. 2. Agregar queso arriba. 3. Cocinar hasta que se derrita y dore levemente.,Airfryer,5 min,Muy Fácil,Sumale orégano arriba. 
Desayuno,Rollitos de banana,"Pan lactal, banana, canela.",1. Aplastar el pan con palo o vaso. 2. Colocar trozo de banana y enrollar. 3. Espolvorear canela. 4. Cocinar hasta dorar.,Airfryer,8 min,Fácil,Podés pincelar con miel. 
Desayuno,Omelette rápido,"2 huevos, queso, verduras picadas.",1. Batir huevos en bowl. 2. Agregar relleno. 3. Volcar en molde pequeño apto. 4. Cocinar hasta firme.,Airfryer,10 min,Fácil,Usá molde de silicona. 
Desayuno,Pancakes de avena,"1 huevo, 4 cucharadas de avena, leche, vainilla.",1. Mezclar todo hasta integrar. 2. Colocar pequeñas porciones. 3. Cocinar hasta dorar.,Airfryer,10 min,Fácil,Hacelos chicos para manipular mejor. 
Desayuno,Chips de banana,"1 banana firme, canela.",1. Cortar rodajas finas. 2. Distribuir separadas. 3. Cocinar hasta secar y dorar.,Airfryer,12 min,Muy Fácil,Darlas vuelta a mitad de tiempo. 
Desayuno,Tostado clásico,"Pan de molde, jamón, queso.",1. Armar sándwich. 2. Cocinar hasta dorar y fundir el queso.,Airfryer,6 min,Fácil,Presionalo levemente antes de cocinar. 
Desayuno,Peras caramelizadas livianas,"Pera, canela, miel opcional.",1. Cortar la pera en mitades o gajos. 2. Espolvorear canela. 3. Cocinar hasta tierna.,Airfryer,10 min,Muy Fácil,Sumá nueces al servir. 
Desayuno,Mini budín de vainilla,"Harina, huevo, leche, esencia, azúcar.",1. Mezclar todos los ingredientes hasta que no queden grumos. 2. Colocar en molde chico. 3. Cocinar hasta que al pinchar salga seco.,Airfryer,15 min,Fácil,No llenar el molde hasta arriba. 
Desayuno,Tostadas con palta caliente,"Pan, palta, limón.",1. Tostar el pan primero. 2. Pisar palta con limón. 3. Untar al salir.,Airfryer,4 min,Muy Fácil,Agregá semillas arriba.
Desayuno,Roll de canela rápido,"Masa de hojaldre, canela, azúcar.",1. Estirar masa. 2. Espolvorear canela y azúcar. 3. Enrollar y cortar rodajas. 4. Cocinar hasta dorar.,Airfryer,10 min,Fácil,Dejá espacio entre piezas.
Desayuno,Huevos al plato,"2 huevos, queso, tomate.",1. Colocar en ramekin o molde chico. 2. Romper huevos dentro. 3. Agregar extras. 4. Cocinar hasta el punto deseado.,Airfryer,8 min,Fácil,Tapalo con aluminio si dora rápido. 
Desayuno,Cookies de avena y banana,"Banana, avena, chips opcional.",1. Pisar banana. 2. Mezclar con avena. 3. Formar cookies. 4. Cocinar hasta firmes.,Airfryer,10 min,Muy Fácil,Dejalas enfriar para que endurezcan.
Desayuno,Pan pita tostado,"Pan pita, aceite de oliva.",1. Cortar triángulos o dejar entero. 2. Rociar apenas con aceite. 3. Cocinar hasta crocante.,Airfryer,6 min,Muy Fácil,Ideal con dips. 
Merienda,Flan express light,"Huevo, leche, esencia vainilla.",1. Mezclar ingredientes. 2. Cocinar en microondas hasta cuajar.,Microondas,4 min,Fácil,Ideal antojo rápido.
Desayuno,Medialunas rápidas,"Masa lista, manteca, azúcar opcional.",1. Cortar triángulos. 2. Enrollar formando medialunas. 3. Cocinar hasta dorar.,Airfryer,10 min,Fácil,Pintalas con huevo para brillo. 
Desayuno,Papines desayuno especiados,"Papines, aceite, pimentón.",1. Cortar papines al medio. 2. Mezclar con condimentos. 3. Cocinar hasta dorar.,Airfryer,15 min,Fácil,Hervilos 5 min antes si son grandes. 
Desayuno,Donitas de banana,"Banana, huevo, harina, canela.",1. Mezclar todo hasta lograr masa espesa. 2. Colocar en molde de donas. 3. Cocinar hasta firme.,Airfryer,12 min,Fácil,Decorá con chocolate amargo. 
Desayuno,Pan de queso exprés,"Queso rallado, huevo, almidón.",1. Mezclar todo hasta unir. 2. Formar bolitas. 3. Cocinar hasta infladas y doradas.,Airfryer,10 min,Fácil,Servir caliente. 
Desayuno,Bocados de yogur y fruta,"Yogur espeso congelado, frutas.",1. Congelar porciones de yogur con fruta previamente. 2. Pasar brevemente hasta textura cremosa.,Airfryer,2 min,Muy Fácil,Hacer solo si ya estaban congelados. 
Desayuno,Tostadas dulces con ricota,"Pan, ricota, miel, canela.",1. Tostar el pan. 2. Mezclar ricota con miel. 3. Untar y espolvorear canela.,Airfryer,4 min,Muy Fácil,Sumá ralladura de limón. 
Entrada,Bastones de berenjena crocante,"Berenjena, huevo, harina, pan rallado, ajo en polvo.",1. Cortar la berenjena en bastones. 2. Salar 10 min y secar. 3. Pasar por huevo y rebozado. 4. Hornear hasta dorar.,Horno,25 min,Media,Darlos vuelta a mitad de cocción para que queden parejos.
Guarnición,Batatas,Batata.,1. Lavar y cortar en rodajas o bastones parejos. 2. Distribuir en placa o fuente sin superponer. 3. Cocinar hasta dorar por fuera y tiernas por dentro.,Horno,20 min,Muy Fácil,Quedan increíbles con miel o romero.
Guarnición,Brócoli,Brócoli.,1. Lavar bien. 2. Separar en arbolitos pequeños. 3. Distribuir en placa. 4. Cocinar hasta apenas dorado.,Horno,10 min,Muy Fácil,Rociá limón al servir para levantar el sabor.
Guarnición,Champiñones,Champiñones.,1. Limpiar con paño húmedo. 2. Cocinar enteros o laminados. 3. Llevar al horno hasta dorar levemente. 4. Servir calientes.,Horno,10 min,Muy Fácil,Condimentá con ajo y perejil al final.
Guarnición,Coliflor,Coliflor.,1. Separar en flores pequeñas. 2. Colocar en placa sin amontonar. 3. Cocinar hasta dorar bordes. 4. Servir caliente.,Horno,15 min,Muy Fácil,Una pizca de pimentón queda perfecta.
Guarnición,Morrón asado,Morrón.,1. Cortar en tiras o mitades. 2. Colocar con piel hacia arriba. 3. Cocinar hasta que la piel se marque. 4. Retirar y servir.,Horno,15 min,Muy Fácil,Guardalos en bolsa cerrada y pelan fácil.
Guarnición,Papas fritas,Papas.,1. Cortar bastones finos. 2. Secar muy bien con repasador. 3. Cocinar hasta crocantes y doradas. 4. Servir enseguida.,Airfryer,20 min,Fácil,Secarlas bien es la clave para que crujan.
Guarnición,Papas rústicas,"Papas, especias.",1. Cortar en cuñas con piel. 2. Mezclar con especias y aceite. 3. Distribuir en placa. 4. Cocinar hasta doradas.,Horno,20 min,Fácil,Pimentón y orégano son combo ganador.
Guarnición,Zanahorias,Zanahoria.,1. Cortar en bastones o rodajas parejas. 2. Colocar en placa. 3. Cocinar hasta tiernas y doradas. 4. Servir calientes.,Horno,15 min,Muy Fácil,Con tomillo quedan espectaculares.
Guarnición,Zapallitos,Zapallito.,1. Cortar en cubos o rodajas. 2. Distribuir sin amontonar. 3. Cocinar hasta dorar apenas. 4. Retirar y servir.,Horno,12 min,Muy Fácil,No los amontones para evitar exceso de agua.
Merienda,Budín de avena y banana,"Avena, banana, huevo.",1. Pisar la banana hasta obtener un puré cremoso. 2. Incorporar el huevo y mezclar bien. 3. Agregar la avena hasta integrar. 4. Volcar en molde aceitado y nivelar. 5. Cocinar hasta que al pinchar salga seco.,Horno,30 min,Fácil,"Cuanto más madura la banana, menos endulzante necesita."
Merienda,Cookies de manzana y canela,"Manzana rallada, avena.",1. Mezclar ingredientes. 2. Formar cookies. 3. Cocinar hasta firmes.,Horno,15 min,Muy Fácil,Muy aromáticas.
Merienda,Budín de calabaza,"Calabaza cocida, harina integral, huevo.",1. Procesar la calabaza hasta obtener un puré suave. 2. Mezclar con el huevo. 3. Incorporar la harina integral. 4. Volcar en molde aceitado. 5. Cocinar hasta firme y dorado.,Horno,30 min,Fácil,La calabaza aporta una humedad natural increíble.
Merienda,Budín de chocolate,"Harina, cacao, huevo, azúcar.","1. Mezclar harina, cacao y azúcar. 2. Incorporar el huevo hasta lograr una masa homogénea. 3. Volcar en molde de budín aceitado. 4. Cocinar hasta que al pinchar salga seco.",Horno,30 min,Fácil,Usar cacao amargo de buena calidad cambia todo el sabor.
Merienda,Budín de limón,"Harina, limón, huevo, azúcar.","1. Mezclar harina, huevo y azúcar. 2. Agregar ralladura y jugo de limón. 3. Integrar bien y volcar en molde. 4. Cocinar hasta dorar.",Horno,30 min,Fácil,Un glaseado de limón arriba le queda excelente.
Merienda,Galletitas de coco y limón,"Coco rallado, huevo, ralladura limón.",1. Mezclar todo. 2. Formar bolitas. 3. Hornear.,Horno,12 min,Fácil,Muy perfumadas.
Merienda,Budín de naranja,"Harina, naranja, huevo.",1. Mezclar harina y huevo. 2. Incorporar jugo y ralladura de naranja. 3. Volcar en molde aceitado. 4. Cocinar hasta dorar y perfumar la cocina.,Horno,30 min,Fácil,Podés usar harina leudante para que salga más alto.
Merienda,Budín de zanahoria,"Zanahoria rallada, harina integral, huevo.",1. Rallar fina la zanahoria. 2. Mezclar con huevo y harina integral. 3. Integrar bien y volcar en molde. 4. Cocinar hasta que al pinchar salga seco.,Horno,30 min,Fácil,Queda muy bien con un toque de jengibre o nuez moscada.
Merienda,Budín integral de banana,"Banana madura, harina integral, huevo.",1. Pisar la banana hasta cremar. 2. Incorporar el huevo. 3. Agregar harina integral hasta integrar. 4. Colocar en molde y cocinar hasta dorar.,Horno,30 min,Fácil,Podés espolvorear canela por encima antes de hornear.
Merienda,Budín marmolado clásico,"Harina, cacao, huevo.",1. Preparar una mezcla base homogénea. 2. Dividir en dos partes. 3. Mezclar cacao en una mitad. 4. Intercalar ambas preparaciones en el molde. 5. Cocinar hasta firme.,Horno,30 min,Fácil,No mezcles demasiado para que el dibujo quede definido.
Merienda,Budín marmolado liviano,"Harina integral, cacao, huevo.",1. Preparar una mezcla base con harina integral. 2. Separar en dos partes. 3. Sumar cacao a una mitad. 4. Intercalar en molde y cocinar hasta dorar.,Horno,30 min,Fácil,No mezcles del todo las masas para que se note el dibujo.
Merienda,Muffins de banana y cacao,"Banana, cacao, huevo, harina.",1. Mezclar ingredientes. 2. Repartir en moldes. 3. Cocinar hasta crecer.,Horno,20 min,Fácil,Perfectos con mate.
Merienda,Cookies de avena y pasas,"Avena, harina, azúcar, huevo, pasas.","1. Mezclar avena, harina y azúcar. 2. Incorporar el huevo hasta formar masa húmeda. 3. Sumar las pasas previamente hidratadas. 4. Formar pequeñas galletas sobre placa. 5. Cocinar hasta dorar bordes.",Horno,15 min,Fácil,Hidratar las pasas antes para que no se quemen.
Merienda,Smoothie tropical,"Ananá, banana, yogur.",1. Licuar todo. 2. Servir frío.,Licuadora,5 min,Muy Fácil,Refrescante.
Merienda,Cookies de banana y avena con vainilla,"Banana, avena, esencia de vainilla.",1. Pisar la banana hasta lograr crema lisa. 2. Agregar avena y vainilla. 3. Mezclar bien. 4. Formar cookies sobre placa. 5. Cocinar hasta firmes.,Horno,15 min,Muy Fácil,"Si la avena es fina, quedan más compactas y suaves."
Merienda,Tostadas con ricota y mermelada,"Pan, ricota, mermelada light.",1. Tostar pan. 2. Untar ricota. 3. Agregar mermelada.,Tostadora,5 min,Muy Fácil,Gran combo.
Merienda,Cookies de cacao y banana intense,"Banana, cacao amargo, avena.",1. Pisar banana madura. 2. Mezclar con cacao y avena hasta unir. 3. Formar porciones pequeñas. 4. Cocinar hasta secar apenas la superficie.,Horno,15 min,Muy Fácil,Ideales para matar el antojo de chocolate de forma sana.
Merienda,Cookies de chocolate,"Harina, cacao, azúcar, huevo.","1. Mezclar harina, cacao y azúcar. 2. Incorporar huevo hasta formar masa. 3. Formar bolitas y aplastar suavemente. 4. Cocinar hasta bordes firmes.",Horno,15 min,Fácil,Podés usar cacao amargo para un sabor más intenso.
Merienda,Cookies de chocolate clásicas,"Harina, cacao, azúcar, manteca, huevo.",1. Batir manteca con azúcar hasta cremar. 2. Sumar huevo. 3. Incorporar harina y cacao. 4. Formar cookies. 5. Cocinar hasta dorar.,Horno,15 min,Fácil,Dejar enfriar en la placa para que no se rompan.
Merienda,Cookies de coco,"Coco rallado, azúcar, huevo.",1. Mezclar todos los ingredientes hasta unir. 2. Formar bolitas pequeñas. 3. Disponer en placa. 4. Cocinar hasta dorar apenas.,Horno,12 min,Fácil,Salen súper crocantes por fuera y tiernas por dentro.
Merienda,Cookies de mantequilla,"Harina, manteca, azúcar, huevo.",1. Batir manteca con azúcar hasta cremoso. 2. Sumar huevo. 3. Incorporar harina. 4. Formar cookies y enfriar unos minutos. 5. Cocinar hasta dorar.,Horno,12 min,Fácil,La masa debe estar fría antes de entrar al horno.
Merienda,Cookies de zanahoria y avena,"Zanahoria rallada, avena, huevo, canela.",1. Mezclar zanahoria rallada con huevo. 2. Agregar avena y canela. 3. Formar cookies pequeñas. 4. Cocinar hasta firmes.,Horno,20 min,Fácil,La canela resalta mucho el sabor de la zanahoria.
Merienda,Cookies integrales de manzana,"Harina integral, manzana rallada, huevo.",1. Rallar la manzana fina. 2. Mezclar con huevo y harina integral. 3. Formar pequeñas cookies. 4. Cocinar hasta dorar levemente.,Horno,15 min,Fácil,Quedan con textura tipo bizcochito húmedo.
Merienda,Cookies rellenas,"Harina, azúcar, manteca, relleno dulce.",1. Preparar una masa suave con los ingredientes base. 2. Tomar porciones y envolver el relleno dulce en el centro. 3. Cerrar bien. 4. Cocinar hasta dorar apenas.,Horno,18 min,Media,Usar dulce de leche repostero para que no se escape.
Merienda,Croissant,Croissant crudo.,1. Precalentar el horno. 2. Colocar la pieza en placa dejando espacio. 3. Cocinar hasta que suba y quede bien dorada.,Horno,9 min,Fácil,Controlar el punto para que no se queme.
Merienda,Ensalada de frutas,3 frutas chicas o 2 medianas.,1. Lavar bien las frutas. 2. Pelar si hace falta. 3. Cortar en cubos parejos. 4. Mezclar en bowl y servir fría.,Crudo,10 min,Muy Fácil,Usar gotas de limón para que no se oxide.
Merienda,"Ensalada de frutas, almendras y coco","2 o 3 frutas, 15 almendras/castañas, coco rallado.",1. Cortar las frutas en trozos. 2. Colocar en bowl. 3. Sumar frutos secos picados. 4. Terminar con coco rallado por encima.,Crudo,10 min,Muy Fácil,Las castañas aportan una textura cremosa.
Merienda,Facturas rellenas,"Harina, dulce, crema pastelera.",1. Preparar o estirar la masa. 2. Dar forma a las piezas. 3. Rellenar con dulce o crema. 4. Cocinar hasta dorar.,Horno,15 min,Media,Pincelar con almíbar tibio apenas salgan del horno.
Merienda,Facturas simples al horno,"Harina, aceite.",1. Formar la masa y dejar descansar si corresponde. 2. Dar forma a las facturas. 3. Colocar en placa. 4. Cocinar hasta dorar.,Horno,15 min,Media,Pincelalas con un poquito de miel al salir del horno.
Merienda,Frappuccino casero,"Leche vegetal, café, hielo, vainilla.",1. Colocar todos los ingredientes en licuadora. 2. Procesar hasta triturar el hielo por completo. 3. Servir enseguida.,Licuadora,5 min,Fácil,El café debe estar bien frío para no derretir el hielo.
Merienda,Fruta,Fruta de estación.,1. Lavar bien la fruta. 2. Consumir fresca o cortada según prefieras.,Crudo,2 min,Muy Fácil,Elegir frutas de diferentes colores.
Merienda,Galletitas de avena,"Avena, banana o huevo.",1. Unir los ingredientes hasta formar mezcla espesa. 2. Hacer pequeñas porciones en placa. 3. Cocinar hasta dorar.,Horno,15-20 min,Muy Fácil,Podés sumar chips de chocolate amargo.
Merienda,Infusión + 2 tostadas sin TACC con huevo,"Infusión, pan sin TACC o arroz, queso untable, huevo.",1. Tostar el pan hasta crocante. 2. Untar con queso untable. 3. Preparar huevo revuelto a fuego bajo. 4. Servir junto a la infusión caliente.,Hornalla,10 min,Fácil,El huevo revuelto queda mejor a fuego bajo.
Merienda,Infusión + tostada con queso cremoso,"Infusión, pan de salvado, 60 g de queso cremoso light.",1. Tostar la rebanada de pan. 2. Colocar el queso encima apenas salga caliente. 3. Servir con la infusión.,Tostadora,5 min,Muy Fácil,La infusión caliente ayuda a fundir el queso.
Merienda,Infusión + tostada con queso cremoso sin TACC,"Infusión, pan sin TACC, 60 g de queso cremoso light.",1. Tostar el pan sin TACC. 2. Agregar el queso sobre la tostada caliente. 3. Servir enseguida.,Tostadora,5 min,Muy Fácil,El pan sin TACC se tuesta más rápido.
Merienda,"Infusión + tostada con queso, tomate y albahaca","Infusión, pan de salvado, queso light, tomate, albahaca.",1. Tostar el pan. 2. Colocar queso encima. 3. Sumar rodajas de tomate y hojas de albahaca fresca. 4. Servir con la infusión.,Tostadora,5 min,Muy Fácil,Un chorrito de aceite de oliva queda genial.
Merienda,Infusión + tostado de queso vegano y tomate,"Infusión, pan de salvado, queso vegano, tomate.","1. Armar el sándwich con pan, queso vegano y tomate. 2. Cocinar en plancha hasta dorar ambos lados. 3. Servir caliente.",Plancha,7 min,Fácil,Tapar el tostado para que el queso funda mejor.
Merienda,Infusión + tostado de queso y tomate sin TACC,"Infusión, pan sin TACC, queso light, tomate.",1. Armar el tostado con los ingredientes. 2. Llevar al horno hasta dorar bordes y fundir el queso. 3. Servir caliente.,Horno,10 min,Fácil,No sobrecargar el pan para que no se rompa.
Merienda,Infusión con tostada con fruta,"Infusión, pan sin TACC o arroz, queso untable, fruta.",1. Tostar el pan si corresponde. 2. Untar queso untable. 3. Decorar con rodajas de fruta fresca. 4. Servir junto a la infusión.,Crudo,5 min,Muy Fácil,La banana con queso es muy saciante.
Merienda,Infusión con tostada con fruta sin TACC,"Infusión, pan sin TACC o arroz, queso untable, fruta.",1. Tostar el pan sin TACC si deseás. 2. Untar queso untable. 3. Agregar fruta en rodajas por encima.,Crudo,5 min,Muy Fácil,Ideal para un desayuno dulce sin gluten.
Merienda,Infusión con tostadas con mantequilla de maní,"Infusión, 3 tostadas integrales, mantequilla de maní.",1. Tostar las tostadas. 2. Untar con mantequilla de maní o alternativa vegetal. 3. Servir con la infusión caliente.,Crudo,5 min,Muy Fácil,La mantequilla de maní da mucha energía.
Merienda,Infusión con tostadas pequeñas o de arroz,"Infusión, 3 tostadas light/arroz, queso, mermelada, semillas.",1. Untar las tostadas con queso. 2. Agregar mermelada por encima. 3. Terminar con semillas. 4. Servir con la infusión.,Crudo,5 min,Muy Fácil,Las semillas aportan fibra y crocantez.
Merienda,Infusión y tostadas con queso y mermelada sin TACC,"Infusión, pan sin TACC/arroz, queso, mermelada, semillas.",1. Tostar el pan si preferís. 2. Untar con queso. 3. Sumar mermelada y semillas por arriba. 4. Servir con la infusión.,Crudo,5 min,Muy Fácil,El mix de semillas suma grasas saludables.
Merienda,Licuado de banana,"Banana, leche o bebida vegetal.",1. Colocar todos los ingredientes en licuadora. 2. Procesar hasta lograr textura homogénea. 3. Servir frío.,Licuadora,5 min,Muy Fácil,Con un chorrito de vainilla queda excelente.
Merienda,Licuado de durazno y banana,"Durazno, banana, lino, leche.",1. Colocar frutas cortadas en la licuadora. 2. Agregar leche y semillas de lino. 3. Procesar hasta cremoso. 4. Servir enseguida.,Licuadora,5 min,Fácil,Hidratar el lino previamente mejora la digestión.
Merienda,Magdalenas,"Huevos, harinas, aceite.",1. Batir los huevos hasta espumar levemente. 2. Incorporar harinas y aceite hasta lograr mezcla lisa. 3. Repartir en moldes. 4. Cocinar hasta dorar y crecer.,Horno,20 min,Fácil,No llenes los moldes hasta el tope para que no se desborden.
Merienda,Mate con galletitas caseras,"Mate, galletitas integrales.",1. Preparar el mate a gusto. 2. Servir acompañado con galletitas caseras integrales.,Mate,10 min,Muy Fácil,Las galletitas de avena son el mejor combo.
Merienda,Medialunas,"Harina, levadura, manteca.",1. Preparar la masa y dejar leudar. 2. Realizar pliegues con manteca para hojaldrar. 3. Cortar triángulos y enrollar. 4. Cocinar hasta bien doradas.,Horno,20 min,Difícil,Respetar los tiempos de levado es la clave del éxito.
Merienda,Medialunas de yogur,"Harina, yogur, aceite.",1. Mezclar todos los ingredientes hasta formar masa suave. 2. Dividir y dar forma de medialunas. 3. Cocinar hasta dorar.,Horno,15 min,Fácil,El yogur hace que la masa sea mucho más tierna.
Merienda,Medialunas integrales,"Harina integral, levadura, aceite.",1. Preparar la masa y dejar descansar. 2. Formar las medialunas. 3. Cocinar hasta doradas y livianas.,Horno,15 min,Media,Una opción con más fibra que la tradicional.
Merienda,Merienda sin TACC completa,"Pan sin TACC/arroz, mermelada, queso, semillas.",1. Tostar el pan si deseás. 2. Untar con queso y mermelada. 3. Terminar con semillas. 4. Servir con infusión.,Crudo,5 min,Muy Fácil,Usar mermelada de frutos rojos resalta el sabor del queso.
Merienda,Mini cookies de avena,"Avena, clara de huevo, vainilla.",1. Mezclar todos los ingredientes. 2. Formar bolitas pequeñas y aplastar suavemente. 3. Cocinar hasta dorar apenas.,Horno,12 min,Muy Fácil,Perfectas para tener en un frasco y picar con el café.
Merienda,Muffins,Mezcla de muffins.,1. Preparar la mezcla según corresponda. 2. Verter en moldes individuales. 3. Cocinar hasta que crezcan y doren.,Horno,20 min,Fácil,Dejar enfriar antes de desmoldar.
Merienda,Muffins integrales,"Harina integral, huevo, leche.",1. Mezclar todos los ingredientes hasta integrar. 2. Volcar en moldes. 3. Cocinar hasta dorar.,Horno,20-25 min,Fácil,Podés agregar arándanos o trozos de fruta.
Merienda,Palmeritas,"Harina, azúcar.",1. Espolvorear azúcar sobre la masa. 2. Enrollar desde ambos extremos hacia el centro. 3. Cortar piezas. 4. Cocinar hasta caramelizar.,Horno,12 min,Fácil,Darles la vuelta a mitad de cocción para caramelizar.
Merienda,Palmeritas integrales,"Harina integral, azúcar.",1. Estirar la masa integral. 2. Espolvorear azúcar. 3. Enrollar desde ambos bordes. 4. Cortar y cocinar hasta dorar.,Horno,12 min,Fácil,Usar azúcar mascabo les da un color dorado precioso.
Merienda,Panqueques,Mezcla para panqueques.,1. Preparar la mezcla. 2. Verter porciones en sartén caliente. 3. Cocinar de ambos lados hasta dorar.,Sartén,8 min,Fácil,Podés rellenarlos con fruta fresca.
Merienda,Panqueques de avena y banana,"Avena, banana, huevo.",1. Procesar todos los ingredientes hasta homogéneo. 2. Cocinar porciones en sartén caliente. 3. Dar vuelta cuando aparezcan burbujas.,Sartén,10 min,Fácil,Quedan más esponjosos que los comunes.
Merienda,Panqueques integrales,"Harina integral, huevo, leche.",1. Mezclar hasta lograr masa lisa. 2. Cocinar finas capas en sartén caliente. 3. Dorar ambos lados.,Sartén,10 min,Fácil,Podés servirlos con fruta fresca o miel.
Merienda,Panqueques integrales freezables,"Harina integral, huevo, leche.",1. Mezclar bien los ingredientes. 2. Cocinar en sartén antiadherente caliente. 3. Apilar separados con papel una vez fríos.,Sartén,10 min,Fácil,Se pueden freezar con separadores.
Merienda,Pañuelitos de dulce,"Harina, dulce de batata o membrillo.",1. Cortar la masa en cuadrados. 2. Colocar dulce en el centro. 3. Cerrar las puntas enfrentadas. 4. Cocinar hasta dorar.,Horno,15 min,Media,Pincelar con un poco de agua y azúcar para que brillen.
Merienda,Pepas,"Harina, aceite, dulce.",1. Formar una masa suave. 2. Hacer bolitas pequeñas. 3. Hundir el centro y rellenar con dulce. 4. Cocinar hasta dorar apenas.,Horno,15 min,Fácil,El dulce de membrillo es el compañero ideal del mate.
Merienda,Rapiditas de queso,"2 tortillas integrales, queso, tomate.",1. Rellenar las tortillas con queso y tomate en rodajas. 2. Cerrar y sujetar con escarbadientes si hace falta. 3. Calentar hasta fundir el queso.,Microondas,5 min,Muy Fácil,En sartén quedan mucho más crocantes por fuera.
Merienda,Rapiditas queso y tomate,"2 rapiditas integrales, queso cremoso, tomate.",1. Colocar queso cremoso y tomate sobre una mitad. 2. Doblar o cerrar. 3. Calentar hasta que el queso se derrita.,Microondas,5 min,Muy Fácil,Ideales si tenés poco tiempo.
Merienda,Rolls de banana,"Banana, maní, harina.",1. Preparar o estirar la masa. 2. Colocar banana con maní en el centro. 3. Enrollar bien cerrado. 4. Cocinar hasta dorar.,Horno,20 min,Media,Cortarlos en rodajas tipo sushi para servir.
Merienda,Smoothie de frutilla,"Frutillas, yogur natural, semillas.",1. Colocar frutillas y yogur en licuadora. 2. Procesar hasta cremoso. 3. Sumar semillas al final y servir frío.,Licuadora,5 min,Muy Fácil,Usar frutillas congeladas para que sea más espeso.
Merienda,Smoothie de manzana,"Manzana, banana, leche vegetal.",1. Cortar las frutas. 2. Colocar en licuadora con la leche vegetal. 3. Procesar hasta homogéneo.,Licuadora,5 min,Muy Fácil,La manzana verde le da un toque ácido riquísimo.
Merienda,Smoothie de manzana especiado,"Manzana, banana, leche/bebida vegetal, pasas/dátiles, canela, semillas.",1. Cortar y congelar las frutas si querés más cremosidad. 2. Licuar junto con la leche y especias. 3. Servir bien frío.,Licuadora,10 min,Muy Fácil,Los dátiles aportan un dulzor natural intenso.
Merienda,Tarta de manzana,"Harina, manzana, crema pastelera.",1. Preparar la base de masa. 2. Cubrir con crema pastelera. 3. Acomodar láminas de manzana arriba. 4. Cocinar hasta firme y dorada.,Horno,30 min,Media,La manzana verde da un contraste ácido riquísimo.
Merienda,Torta de avena y cacao,"Avena, cacao, huevo.",1. Mezclar todos los ingredientes en una taza amplia. 2. Cocinar hasta que crezca y quede firme.,Microondas,2 min,Muy Fácil,Poné un cuadradito de chocolate amargo en el centro.
Merienda,Torta de banana en taza,"Banana, harina, huevo.",1. Pisar la banana dentro de la taza. 2. Agregar harina y huevo. 3. Mezclar bien. 4. Cocinar al momento.,Microondas,2 min,Muy Fácil,Queda muy bien acompañada con una cucharada de yogur.
